Well_id,BOREHOLE-DEPTH.M,CALI_COMP.INCHES,GR_COMP.GAPI,NPHI_COMP.V/V,RHOB_COMP.G/C3,RT_COMP.OHMM,SP_COMP.MV,TVDSS_COMP.M,TVD_COMP.M
Gabo-13,2110.4352,12.5527,40.8913,0.254954,2.0941,161.2358,-5.9921,2096.362,2110.162
Gabo-13,2110.5876,12.5325,37.2307,0.248808,2.1036,148.1473,-5.9194,2096.5143,2110.3143
Gabo-13,2110.74,12.5262,36.4679,0.246692,2.1176,130.3012,-5.97,2096.6666,2110.4666
Gabo-13,2110.8924,12.5212,39.5718,0.254662,2.1277,109.2817,-6.0482,2096.819,2110.619
Gabo-13,2111.0448,12.5209,44.3145,0.268565,2.1307,86.9842,-6.107,2096.9713,2110.7713
Gabo-13,2111.1972,12.5352,48.7013,0.280744,2.1288,65.2928,-6.1361,2097.1236,2110.9236
Gabo-13,2111.3496,12.5786,50.7161,0.287656,2.1258,46.4571,-6.087,2097.276,2111.076
Gabo-13,2111.502,12.6098,52.1443,0.293696,2.1243,32.4767,-5.9179,2097.4283,2111.2283
Gabo-13,2111.6544,12.6438,54.2011,0.300266,2.1242,22.9311,-5.7404,2097.5806,2111.3806
Gabo-13,2111.8068,12.6881,54.079,0.302048,2.1256,16.7882,-5.7271,2097.733,2111.533
Gabo-13,2111.9592,12.7317,47.3624,0.294336,2.1301,13.416,-5.9192,2097.8853,2111.6853
Gabo-13,2112.1116,12.6915,42.2173,0.283088,2.1389,11.9699,-6.112,2098.0376,2111.8376
Gabo-13,2112.264,12.6445,40.9395,0.277972,2.1481,11.4764,-6.2942,2098.19,2111.99
Gabo-13,2112.4164,12.626,41.4689,0.281019,2.1544,11.3968,-6.4801,2098.3423,2112.1423
Gabo-13,2112.5688,12.6275,42.0439,0.288167,2.1572,11.5153,-6.5891,2098.4946,2112.2946
Gabo-13,2112.7212,12.6215,42.8805,0.291924,2.158,11.6907,-6.561,2098.647,2112.447
Gabo-13,2112.8736,12.6356,43.7778,0.286765,2.1589,11.845,-6.4867,2098.7993,2112.5993
Gabo-13,2113.026,12.6833,46.5395,0.277234,2.1616,11.963,-6.5399,2098.9517,2112.7517
Gabo-13,2113.1784,12.7472,52.4924,0.271162,2.1656,12.0445,-6.6393,2099.104,2112.904
Gabo-13,2113.3308,12.7253,59.9379,0.271632,2.1682,12.0827,-6.4445,2099.2563,2113.0563
Gabo-13,2113.4832,12.6646,61.2759,0.272927,2.1708,12.0855,-6.1669,2099.4087,2113.2087
Gabo-13,2113.6356,12.621,58.7773,0.2668,2.1738,12.0642,-6.0331,2099.561,2113.361
Gabo-13,2113.788,12.5906,56.2698,0.25311,2.1766,12.045,-6.0034,2099.7133,2113.5133
Gabo-13,2113.9404,12.5089,56.3996,0.243327,2.1812,12.0861,-5.992,2099.8657,2113.6657
Gabo-13,2114.0928,12.4464,57.9713,0.247133,2.1884,12.2433,-6.0341,2100.018,2113.818
Gabo-13,2114.2452,12.423,61.7094,0.254132,2.1928,12.5264,-6.0784,2100.1704,2113.9704
Gabo-13,2114.3976,12.4179,67.5994,0.257052,2.1903,12.9036,-5.9975,2100.3227,2114.1227
Gabo-13,2114.55,12.402,73.9656,0.2634,2.1836,13.3115,-5.7966,2100.4751,2114.2751
Gabo-13,2114.7024,12.3655,76.7532,0.281357,2.1812,13.6768,-5.766,2100.6274,2114.4274
Gabo-13,2114.8548,12.3375,78.1314,0.301699,2.1867,13.9653,-5.9126,2100.7797,2114.5797
Gabo-13,2115.0072,12.3271,82.4687,0.314559,2.1949,14.1453,-6.0825,2100.9321,2114.7321
Gabo-13,2115.1596,12.3288,94.0345,0.318409,2.1951,14.1601,-6.2404,2101.0844,2114.8844
Gabo-13,2115.312,12.3311,108.5777,0.3179,2.1787,13.9562,-6.4547,2101.2368,2115.0368
Gabo-13,2115.4644,12.3531,118.2088,0.318531,2.1538,13.5723,-6.5844,2101.3891,2115.1891
Gabo-13,2115.6168,12.3895,118.8726,0.324466,2.1318,13.0925,-6.5882,2101.5414,2115.3414
Gabo-13,2115.7692,12.4257,109.4469,0.33822,2.1195,12.594,-6.5986,2101.6938,2115.4938
Gabo-13,2115.9216,12.4691,99.3894,0.354988,2.1184,12.1444,-6.7053,2101.8461,2115.6461
Gabo-13,2116.074,12.5353,90.515,0.358466,2.1238,11.7894,-6.7689,2101.9985,2115.7985
Gabo-13,2116.2264,12.5937,84.3817,0.342892,2.1301,11.5496,-6.7345,2102.1508,2115.9508
Gabo-13,2116.3788,12.6195,82.9567,0.313268,2.1355,11.4337,-6.6397,2102.3032,2116.1032
Gabo-13,2116.5312,12.6332,87.0486,0.278323,2.1431,11.4322,-6.4999,2102.4555,2116.2555
Gabo-13,2116.6836,12.6234,91.9424,0.249706,2.1574,11.4901,-6.3875,2102.6079,2116.4079
Gabo-13,2116.836,12.5859,95.4845,0.238101,2.1781,11.5539,-6.3873,2102.7602,2116.5602
Gabo-13,2116.9884,12.5366,97.6894,0.247178,2.2002,11.5808,-6.4947,2102.9126,2116.7126
Gabo-13,2117.1408,12.5209,99.2497,0.270593,2.2154,11.5293,-6.5815,2103.0649,2116.8649
Gabo-13,2117.2932,12.5181,102.2297,0.294457,2.2196,11.3824,-6.5043,2103.2173,2117.0173
Gabo-13,2117.4456,12.5189,107.7902,0.311664,2.2154,11.1097,-6.3429,2103.3696,2117.1696
Gabo-13,2117.598,12.5235,114.8438,0.319453,2.2051,10.7076,-6.3253,2103.522,2117.322
Gabo-13,2117.7504,12.5278,120.4824,0.317549,2.1904,10.2261,-6.599,2103.6743,2117.4743
Gabo-13,2117.9028,12.5489,123.9814,0.314208,2.1775,9.7363,-6.9842,2103.8266,2117.6266
Gabo-13,2118.0552,12.5842,124.7228,0.313772,2.1716,9.2679,-7.3805,2103.979,2117.779
Gabo-13,2118.2076,12.6553,122.0092,0.320299,2.1736,8.8248,-7.725,2104.1313,2117.9313
Gabo-13,2118.36,12.8019,115.316,0.340631,2.1832,8.4156,-7.9108,2104.2837,2118.0837
Gabo-13,2118.5124,13.178,105.2416,0.370305,2.2002,8.0619,-7.9739,2104.436,2118.236
Gabo-13,2118.6648,13.4874,99.8998,0.381421,2.2187,7.7702,-8.1002,2104.5884,2118.3884
Gabo-13,2118.8172,13.6814,99.4723,0.363644,2.2297,7.537,-8.2455,2104.7408,2118.5408
Gabo-13,2118.9696,13.8592,100.5909,0.333003,2.2289,7.3487,-8.2848,2104.8931,2118.6931
Gabo-13,2119.122,14.0988,100.0597,0.314503,2.2241,7.1529,-8.2853,2105.0455,2118.8455
Gabo-13,2119.2744,14.2269,98.4911,0.304638,2.2306,6.8787,-8.2631,2105.1978,2118.9978
Gabo-13,2119.4268,14.2951,99.1035,0.29094,2.2524,6.5298,-8.178,2105.3502,2119.1502
Gabo-13,2119.5792,14.4031,103.7994,0.281038,2.2795,6.1633,-7.9735,2105.5025,2119.3025
Gabo-13,2119.7316,14.5489,111.3754,0.309964,2.2938,5.8588,-7.6168,2105.6549,2119.4549
Gabo-13,2119.884,14.6339,116.258,0.388788,2.2886,5.681,-7.3136,2105.8072,2119.6072
Gabo-13,2120.0364,14.5755,116.9732,0.457776,2.2688,5.6215,-7.2688,2105.9596,2119.7596
Gabo-13,2120.1888,14.3745,114.6849,0.460622,2.2444,5.6609,-7.4237,2106.1119,2119.9119
Gabo-13,2120.3412,14.1328,112.4021,0.404855,2.2306,5.8048,-7.6343,2106.2643,2120.0643
Gabo-13,2120.4936,14.0484,112.4675,0.360179,2.2371,6.0281,-8.0847,2106.4166,2120.2166
Gabo-13,2120.646,14.1003,113.2751,0.338548,2.2528,6.2626,-8.6409,2106.569,2120.369
Gabo-13,2120.7984,14.2256,112.212,0.31605,2.2671,6.4417,-9.0441,2106.7213,2120.5213
Gabo-13,2120.9508,14.3763,105.9161,0.287407,2.2794,6.524,-9.225,2106.8737,2120.6737
Gabo-13,2121.1032,14.4487,102.6822,0.273854,2.2897,6.5348,-9.2546,2107.0261,2120.8261
Gabo-13,2121.2556,14.4663,103.6197,0.277893,2.2935,6.5442,-9.1328,2107.1784,2120.9784
Gabo-13,2121.408,14.4023,104.341,0.286844,2.2895,6.5891,-8.9265,2107.3308,2121.1308
Gabo-13,2121.5604,14.1838,99.9839,0.292146,2.2836,6.6674,-8.7594,2107.4831,2121.2831
Gabo-13,2121.7128,13.8475,97.4397,0.294294,2.2867,6.7602,-8.5671,2107.6355,2121.4355
Gabo-13,2121.8652,13.4879,96.8833,0.289123,2.2964,6.8495,-8.1683,2107.7878,2121.5878
Gabo-13,2122.0176,13.1701,94.1598,0.271726,2.2979,6.9147,-7.7257,2107.9402,2121.7402
Gabo-13,2122.17,12.9423,86.0868,0.251811,2.2798,6.9308,-7.5085,2108.0926,2121.8926
Gabo-13,2122.3224,12.9007,73.0984,0.257643,2.2507,6.8827,-7.4661,2108.2449,2122.0449
Gabo-13,2122.4748,12.9604,64.7022,0.288531,2.2343,6.7972,-7.4096,2108.3973,2122.1973
Gabo-13,2122.6272,13.0273,63.4791,0.323165,2.2329,6.7103,-7.3052,2108.5496,2122.3496
Gabo-13,2122.7796,13.0719,68.2177,0.348431,2.2317,6.6461,-7.2321,2108.702,2122.502
Gabo-13,2122.932,13.1502,75.9816,0.362661,2.217,6.6109,-7.2122,2108.8544,2122.6544
Gabo-13,2123.0844,13.0264,82.7081,0.364756,2.1963,6.5762,-7.0938,2109.0067,2122.8067
Gabo-13,2123.2368,12.8588,87.7248,0.360709,2.1822,6.5316,-6.9772,2109.1591,2122.9591
Gabo-13,2123.3892,12.8,89.9176,0.358652,2.1794,6.4808,-6.9925,2109.3114,2123.1114
Gabo-13,2123.5416,12.8383,84.6539,0.360416,2.1835,6.419,-7.0575,2109.4638,2123.2638
Gabo-13,2123.694,12.8572,77.2001,0.360166,2.1856,6.3385,-7.0547,2109.6162,2123.4162
Gabo-13,2123.8464,12.8053,69.6157,0.360033,2.185,6.241,-6.9856,2109.7685,2123.5685
Gabo-13,2123.9988,12.6959,61.5833,0.357069,2.184,6.1373,-6.8653,2109.9209,2123.7209
Gabo-13,2124.1512,12.5697,52.9958,0.339677,2.1819,6.0452,-6.6714,2110.0732,2123.8732
Gabo-13,2124.3036,12.4889,46.0515,0.306932,2.1748,5.9838,-6.4473,2110.2256,2124.0256
Gabo-13,2124.456,12.4868,42.6278,0.269402,2.1637,5.9637,-6.3455,2110.378,2124.178
Gabo-13,2124.6084,12.5688,42.1353,0.237306,2.1529,5.9884,-6.3124,2110.5303,2124.3303
Gabo-13,2124.7608,12.7316,42.9398,0.217022,2.1458,6.0547,-6.192,2110.6827,2124.4827
Gabo-13,2124.9132,12.9608,40.3688,0.20856,2.1441,6.1424,-6.0649,2110.8351,2124.6351
Gabo-13,2125.0656,13.2225,35.4693,0.20633,2.1482,6.2227,-6.0272,2110.9874,2124.7874
Gabo-13,2125.218,13.5067,32.383,0.209146,2.1584,6.2759,-6.0559,2111.1398,2124.9398
Gabo-13,2125.3704,13.8096,34.073,0.219959,2.1732,6.2917,-6.1051,2111.2922,2125.0922
Gabo-13,2125.5228,14.0854,36.9848,0.239902,2.1851,6.2658,-6.1885,2111.4445,2125.2445
Gabo-13,2125.6752,14.3304,37.1211,0.263413,2.189,6.2096,-6.3302,2111.5969,2125.3969
Gabo-13,2125.8276,14.5319,36.0148,0.284035,2.1872,6.145,-6.4122,2111.7493,2125.5493
Gabo-13,2125.98,14.675,35.3973,0.299045,2.1844,6.0973,-6.3472,2111.9016,2125.7016
Gabo-13,2126.1324,14.7533,34.3549,0.306457,2.1824,6.0937,-6.2805,2112.054,2125.854
Gabo-13,2126.2848,14.8204,32.722,0.300546,2.179,6.1334,-6.4281,2112.2063,2126.0063
Gabo-13,2126.4372,14.8929,31.3728,0.285508,2.1744,6.1861,-6.6887,2112.3587,2126.1587
Gabo-13,2126.5896,14.969,31.0312,0.274293,2.1712,6.2171,-6.8945,2112.5111,2126.3111
Gabo-13,2126.742,15.0504,32.5478,0.280387,2.172,6.1962,-7.0212,2112.6634,2126.4634
Gabo-13,2126.8944,15.1171,33.7363,0.300019,2.176,6.115,-7.09,2112.8158,2126.6158
Gabo-13,2127.0468,15.1944,33.0609,0.312815,2.179,5.9912,-7.065,2112.9682,2126.7682
Gabo-13,2127.1992,15.3241,31.8092,0.309761,2.1784,5.8493,-6.9825,2113.1206,2126.9206
Gabo-13,2127.3516,15.5596,33.29,0.302273,2.1748,5.7298,-6.968,2113.2729,2127.0729
Gabo-13,2127.504,15.6773,41.883,0.31137,2.1709,5.7031,-7.0583,2113.4253,2127.2253
Gabo-13,2127.6564,15.5766,54.4788,0.335827,2.1669,5.7927,-7.1754,2113.5777,2127.3777
Gabo-13,2127.8088,15.4226,67.3288,0.36461,2.1616,5.9621,-7.3529,2113.73,2127.53
Gabo-13,2127.9612,15.4548,77.388,0.384854,2.1553,6.1428,-7.644,2113.8824,2127.6824
Gabo-13,2128.1136,15.4442,72.5866,0.377141,2.1543,6.2626,-7.8247,2114.0348,2127.8348
Gabo-13,2128.266,15.4238,60.869,0.341826,2.1722,6.3115,-7.6403,2114.1871,2127.9871
Gabo-13,2128.4184,15.4805,48.6726,0.300152,2.2099,6.2883,-7.1814,2114.3395,2128.1395
Gabo-13,2128.5708,15.6404,38.3171,0.273617,2.2464,6.1713,-6.6867,2114.4919,2128.2919
Gabo-13,2128.7232,15.8368,34.3639,0.266869,2.2447,5.9533,-6.2453,2114.6442,2128.4442
Gabo-13,2128.8756,16.0071,33.6421,0.263609,2.2058,5.7009,-5.8209,2114.7966,2128.5966
Gabo-13,2129.028,16.1435,32.2556,0.255873,2.1605,5.4889,-5.6214,2114.949,2128.749
Gabo-13,2129.1804,16.2569,29.2887,0.249726,2.133,5.3562,-5.7352,2115.1014,2128.9014
Gabo-13,2129.3328,16.3839,28.485,0.25716,2.1269,5.3136,-5.8636,2115.2537,2129.0537
Gabo-13,2129.4852,16.4217,30.3314,0.28245,2.1297,5.349,-5.9191,2115.4061,2129.2061
Gabo-13,2129.6376,16.3199,35.1308,0.318176,2.1321,5.4318,-5.9873,2115.5585,2129.3585
Gabo-13,2129.79,16.1473,41.5155,0.352823,2.1303,5.5339,-6.0631,2115.7108,2129.5108
Gabo-13,2129.9424,16.1323,43.9393,0.36892,2.1227,5.6297,-6.0653,2115.8632,2129.6632
Gabo-13,2130.0948,16.2224,40.7473,0.347775,2.1163,5.6968,-6.0423,2116.0156,2129.8156
Gabo-13,2130.2472,16.3253,35.7718,0.301469,2.1191,5.7385,-6.1336,2116.168,2129.968
Gabo-13,2130.3996,16.4031,31.5633,0.260216,2.1296,5.7651,-6.2334,2116.3203,2130.1203
Gabo-13,2130.552,16.422,29.6181,0.246511,2.1396,5.7852,-6.1366,2116.4727,2130.2727
Gabo-13,2130.7044,16.422,30.1188,0.248079,2.1461,5.814,-6.0251,2116.6251,2130.4251
Gabo-13,2130.8568,16.4102,32.1006,0.245122,2.15,5.8628,-6.0027,2116.7775,2130.5775
Gabo-13,2131.0092,16.4309,33.4622,0.236104,2.1532,5.9449,-6.0078,2116.9298,2130.7298
Gabo-13,2131.1616,16.5512,31.8707,0.226122,2.159,6.0755,-5.9996,2117.0822,2130.8822
Gabo-13,2131.314,16.6949,32.2599,0.210704,2.171,6.2571,-6.0258,2117.2346,2131.0346
Gabo-13,2131.4664,16.7153,33.9368,0.188536,2.1834,6.4675,-6.1098,2117.387,2131.187
Gabo-13,2131.6188,16.2548,35.5135,0.168286,2.1907,6.6777,-6.1374,2117.5393,2131.3393
Gabo-13,2131.7712,15.0628,36.9075,0.159356,2.1937,6.871,-6.084,2117.6917,2131.4917
Gabo-13,2131.9236,13.84,40.5717,0.162627,2.199,7.0384,-6.2018,2117.8441,2131.6441
Gabo-13,2132.076,13.2551,44.6124,0.170128,2.2076,7.1459,-6.5541,2117.9965,2131.7965
Gabo-13,2132.2284,13.111,47.3706,0.177141,2.2173,7.1731,-6.9972,2118.1488,2131.9488
Gabo-13,2132.3808,13.1299,49.4573,0.182943,2.2257,7.1195,-7.4135,2118.3012,2132.1012
Gabo-13,2132.5332,13.2266,56.2471,0.18835,2.2299,6.9986,-7.7464,2118.4536,2132.2536
Gabo-13,2132.6856,13.3375,68.7878,0.199739,2.2252,6.8455,-7.9683,2118.606,2132.406
Gabo-13,2132.838,13.3877,82.6257,0.225631,2.2117,6.6763,-8.1493,2118.7583,2132.5583
Gabo-13,2132.9904,13.3523,94.76,0.26676,2.1992,6.5005,-8.3602,2118.9107,2132.7107
Gabo-13,2133.1428,13.2536,103.4548,0.309021,2.2034,6.3433,-8.5663,2119.0631,2132.8631
Gabo-13,2133.2952,13.1222,114.1188,0.331969,2.227,6.2237,-8.6271,2119.2155,2133.0155
Gabo-13,2133.4476,13.0005,126.9749,0.344328,2.257,6.1391,-8.53,2119.3679,2133.1679
Gabo-13,2133.6,12.912,139.0331,0.359716,2.2837,6.0793,-8.3858,2119.5202,2133.3202
Gabo-13,2133.7524,12.8706,146.2128,0.372592,2.3042,6.0318,-8.3446,2119.6726,2133.4726
Gabo-13,2133.9048,12.7868,144.0018,0.364393,2.3181,5.984,-8.4724,2119.825,2133.625
Gabo-13,2134.0572,12.6916,138.7091,0.34712,2.3227,5.9429,-8.6129,2119.9774,2133.7774
Gabo-13,2134.2096,12.6255,132.8877,0.335322,2.3125,5.9195,-8.7088,2120.1297,2133.9297
Gabo-13,2134.362,12.6062,126.0624,0.325525,2.2875,5.916,-8.7998,2120.2821,2134.0821
Gabo-13,2134.5144,12.6263,128.1432,0.307376,2.2631,5.9226,-8.8143,2120.4345,2134.2345
Gabo-13,2134.6668,12.6659,131.6925,0.293329,2.2525,5.9277,-8.7562,2120.5869,2134.3869
Gabo-13,2134.8192,12.7098,129.7315,0.295306,2.2564,5.9306,-8.7538,2120.7393,2134.5393
Gabo-13,2134.9716,12.7517,120.3385,0.309235,2.2675,5.9388,-8.887,2120.8916,2134.6916
Gabo-13,2135.124,12.8205,111.0036,0.317666,2.2728,5.9587,-9.0867,2121.044,2134.844
Gabo-13,2135.2764,12.8706,108.2869,0.312329,2.2658,5.983,-9.308,2121.1964,2134.9964
Gabo-13,2135.4288,12.8925,108.7144,0.303436,2.2531,6.0014,-9.542,2121.3488,2135.1488
Gabo-13,2135.5812,12.8981,109.0515,0.303933,2.2461,6.0093,-9.7372,2121.5011,2135.3011
Gabo-13,2135.7336,12.902,111.3147,0.314973,2.253,6.0066,-9.8252,2121.6535,2135.4535
Gabo-13,2135.886,12.9284,122.1301,0.322132,2.2682,5.9961,-9.8922,2121.8059,2135.6059
Gabo-13,2136.0384,12.973,134.6667,0.325343,2.2834,5.9783,-10.014,2121.9583,2135.7583
Gabo-13,2136.1908,13.0262,142.7601,0.32759,2.2939,5.9511,-10.0829,2122.1107,2135.9107
Gabo-13,2136.3432,13.0794,143.6788,0.325436,2.2974,5.913,-9.9448,2122.263,2136.063
Gabo-13,2136.4956,13.13,140.2521,0.326927,2.2956,5.8699,-9.7792,2122.4154,2136.2154
Gabo-13,2136.648,13.1653,132.9545,0.34039,2.2931,5.8312,-9.7102,2122.5678,2136.3678
Gabo-13,2136.8004,13.182,123.9066,0.36098,2.2929,5.8019,-9.6575,2122.7202,2136.5202
Gabo-13,2136.9528,13.1858,118.1324,0.376216,2.2932,5.7833,-9.5592,2122.8726,2136.6726
Gabo-13,2137.1052,13.1641,121.4902,0.379937,2.2907,5.7758,-9.5607,2123.0249,2136.8249
Gabo-13,2137.2576,13.1242,124.1713,0.374832,2.2882,5.7816,-9.6335,2123.1773,2136.9773
Gabo-13,2137.41,13.0853,122.493,0.367785,2.2901,5.8159,-9.5869,2123.3297,2137.1297
Gabo-13,2137.5624,13.0669,117.9606,0.361549,2.2965,5.8975,-9.4186,2123.4821,2137.2821
Gabo-13,2137.7148,13.0583,113.0441,0.348873,2.302,6.0325,-9.481,2123.6344,2137.4344
Gabo-13,2137.8672,13.0202,104.9758,0.332958,2.3064,6.2212,-9.676,2123.7868,2137.5868
Gabo-13,2138.0196,12.9522,95.4666,0.324262,2.3134,6.4479,-9.7507,2123.9392,2137.7392
Gabo-13,2138.172,12.8737,87.9866,0.326693,2.3239,6.69,-9.6362,2124.0916,2137.8916
Gabo-13,2138.3244,12.8489,86.3222,0.331028,2.3314,6.9248,-9.4035,2124.244,2138.044
Gabo-13,2138.4768,12.9066,87.9592,0.326565,2.3268,7.124,-9.1256,2124.3963,2138.1963
Gabo-13,2138.6292,13.0088,87.1424,0.312545,2.3105,7.2635,-8.8638,2124.5487,2138.3487
Gabo-13,2138.7816,13.1313,81.1624,0.297151,2.292,7.3253,-8.6603,2124.7011,2138.5011
Gabo-13,2138.934,13.3038,72.7116,0.293168,2.2854,7.2889,-8.4634,2124.8535,2138.6535
Gabo-13,2139.0864,13.455,64.9877,0.30185,2.2929,7.1502,-8.0969,2125.0059,2138.8059
Gabo-13,2139.2388,13.4557,58.2449,0.313703,2.3004,6.9436,-7.5758,2125.1582,2138.9582
Gabo-13,2139.3912,13.2636,52.3324,0.321616,2.2948,6.6999,-7.0345,2125.3106,2139.1106
Gabo-13,2139.5436,12.9193,47.6935,0.323975,2.2707,6.4357,-6.5664,2125.463,2139.263
Gabo-13,2139.696,12.6185,44.7721,0.32191,2.2317,6.179,-6.1601,2125.6154,2139.4154
Gabo-13,2139.8484,12.4316,42.7871,0.316537,2.1915,5.9522,-5.7941,2125.7678,2139.5678
Gabo-13,2140.0008,12.3454,41.1924,0.310929,2.1632,5.7737,-5.4748,2125.9201,2139.7201
Gabo-13,2140.1532,12.3311,39.741,0.308761,2.1512,5.6603,-5.2143,2126.0725,2139.8725
Gabo-13,2140.3056,12.34,40.2704,0.307375,2.1447,5.6066,-5.0213,2126.2249,2140.0249
Gabo-13,2140.458,12.3676,41.8494,0.300465,2.1359,5.5925,-4.9345,2126.3773,2140.1773
Gabo-13,2140.6104,12.4014,42.2174,0.28509,2.1291,5.6062,-5.0409,2126.5296,2140.3296
Gabo-13,2140.7628,12.4186,39.343,0.265741,2.1309,5.6441,-5.33,2126.682,2140.482
Gabo-13,2140.9152,12.436,36.5952,0.254607,2.141,5.6976,-5.5875,2126.8344,2140.6344
Gabo-13,2141.0676,12.4951,35.8022,0.251616,2.1528,5.7422,-5.8534,2126.9868,2140.7868
Gabo-13,2141.22,12.5753,36.1898,0.252731,2.1622,5.7624,-6.1866,2127.1392,2140.9392
Gabo-13,2141.3724,12.6421,36.8307,0.259187,2.1686,5.7601,-6.4763,2127.2915,2141.0915
Gabo-13,2141.5248,12.6803,37.4828,0.274051,2.1725,5.7531,-6.5893,2127.4439,2141.2439
Gabo-13,2141.6772,12.6833,37.6311,0.290834,2.1736,5.7553,-6.6631,2127.5963,2141.3963
Gabo-13,2141.8296,12.6639,35.9756,0.302291,2.1713,5.7584,-6.6954,2127.7487,2141.5487
Gabo-13,2141.982,12.6376,32.6419,0.307926,2.1682,5.7481,-6.5752,2127.9011,2141.7011
Gabo-13,2142.1344,12.6256,32.0977,0.313531,2.1684,5.7191,-6.3552,2128.0534,2141.8534
Gabo-13,2142.2868,12.6097,32.202,0.322004,2.1689,5.6807,-6.2617,2128.2058,2142.0058
Gabo-13,2142.4392,12.586,30.8256,0.325673,2.1661,5.6408,-6.334,2128.3582,2142.1582
Gabo-13,2142.5916,12.5677,29.1754,0.321344,2.163,5.5965,-6.4533,2128.5106,2142.3106
Gabo-13,2142.744,12.5844,31.949,0.313478,2.1644,5.5424,-6.5278,2128.663,2142.463
Gabo-13,2142.8964,12.6043,32.387,0.300275,2.1635,5.4888,-6.6145,2128.8153,2142.6153
Gabo-13,2143.0488,12.5988,30.053,0.283924,2.1558,5.4496,-6.6934,2128.9677,2142.7677
Gabo-13,2143.2012,12.5695,27.2621,0.274416,2.147,5.4312,-6.6633,2129.1201,2142.9201
Gabo-13,2143.3536,12.5311,25.996,0.280641,2.1446,5.4315,-6.5718,2129.2725,2143.0725
Gabo-13,2143.506,12.5563,28.2388,0.294998,2.146,5.4374,-6.7251,2129.4249,2143.2249
Gabo-13,2143.6584,12.5972,30.8345,0.301236,2.148,5.4374,-6.9716,2129.5772,2143.3772
Gabo-13,2143.8108,12.6362,30.8807,0.292316,2.1499,5.4254,-7.0825,2129.7296,2143.5296
Gabo-13,2143.9632,12.688,26.7632,0.275348,2.1516,5.4011,-7.0602,2129.882,2143.682
Gabo-13,2144.1156,12.7146,25.1199,0.269871,2.1521,5.3755,-7.0145,2130.0344,2143.8344
Gabo-13,2144.268,12.6525,26.9693,0.277748,2.1485,5.3583,-6.9264,2130.1868,2143.9868
Gabo-13,2144.4204,12.5742,30.4154,0.285623,2.1404,5.3515,-6.7789,2130.3391,2144.1391
Gabo-13,2144.5728,12.5651,34.0815,0.28186,2.1316,5.3554,-6.6427,2130.4915,2144.2915
Gabo-13,2144.7252,12.6019,36.8013,0.265886,2.129,5.3717,-6.5649,2130.6439,2144.4439
Gabo-13,2144.8776,12.6105,38.7466,0.250684,2.1347,5.3989,-6.3864,2130.7963,2144.5963
Gabo-13,2145.03,12.584,38.4672,0.245864,2.1441,5.4347,-6.1503,2130.9487,2144.7487
Gabo-13,2145.1824,12.543,35.5877,0.25236,2.1507,5.4796,-5.9949,2131.101,2144.901
Gabo-13,2145.3348,12.531,33.8956,0.264067,2.1488,5.5366,-5.9161,2131.2534,2145.0534
Gabo-13,2145.4872,12.531,33.972,0.271308,2.1424,5.6065,-5.8515,2131.4058,2145.2058
Gabo-13,2145.6396,12.531,34.1715,0.272074,2.1405,5.6869,-5.8041,2131.5582,2145.3582
Gabo-13,2145.792,12.5316,33.8791,0.267787,2.147,5.7721,-5.8015,2131.7106,2145.5106
Gabo-13,2145.9444,12.5346,33.5079,0.260929,2.1586,5.8532,-5.8107,2131.8629,2145.6629
Gabo-13,2146.0968,12.5626,34.9893,0.258339,2.1686,5.9236,-5.7474,2132.0153,2145.8153
Gabo-13,2146.2492,12.6024,36.8276,0.257509,2.176,5.9758,-5.7515,2132.1677,2145.9677
Gabo-13,2146.4016,12.6434,39.0519,0.251182,2.1818,6.0029,-5.9289,2132.3201,2146.1201
Gabo-13,2146.554,12.6846,43.6226,0.2384,2.186,6.0031,-6.1853,2132.4725,2146.2725
Gabo-13,2146.7064,12.6564,46.2337,0.231365,2.19,5.9874,-6.3481,2132.6248,2146.4248
Gabo-13,2146.8588,12.6113,45.2337,0.236321,2.1949,5.9715,-6.4393,2132.7772,2146.5772
Gabo-13,2147.0112,12.5917,42.0878,0.246792,2.1993,5.9639,-6.4646,2132.9296,2146.7296
Gabo-13,2147.1636,12.61,38.8069,0.251149,2.2016,5.9619,-6.3749,2133.082,2146.882
Gabo-13,2147.316,12.6209,39.1054,0.242763,2.2027,5.9517,-6.2609,2133.2344,2147.0344
Gabo-13,2147.4684,12.6155,41.1448,0.232432,2.2038,5.9306,-6.2478,2133.3867,2147.1867
Gabo-13,2147.6208,12.5908,42.3845,0.231181,2.2029,5.8969,-6.1807,2133.5391,2147.3391
Gabo-13,2147.7732,12.5459,41.4988,0.239298,2.1985,5.8447,-5.9117,2133.6915,2147.4915
Gabo-13,2147.9256,12.5255,38.534,0.248629,2.1923,5.7707,-5.6164,2133.8439,2147.6439
Gabo-13,2148.078,12.5189,36.1057,0.257864,2.1879,5.6814,-5.4339,2133.9963,2147.7963
Gabo-13,2148.2304,12.518,36.7556,0.268755,2.1851,5.5911,-5.3648,2134.1486,2147.9486
Gabo-13,2148.3828,12.5228,41.1495,0.27769,2.1821,5.5138,-5.3836,2134.301,2148.101
Gabo-13,2148.5352,12.5267,47.0734,0.279867,2.1776,5.4596,-5.4772,2134.4534,2148.2534
Gabo-13,2148.6876,12.5523,48.4937,0.284999,2.1693,5.4256,-5.6137,2134.6058,2148.4058
