depth_m,gamma_ray_api,NP,PHIE,density_gcc,resistivity_ohmm,micro_resistivity_ohmm,SWE,VCL,FACIES,SW_RBB,PERM_ARI_5NN,PERM_GEO_5NN,PHIT,NTG_15_35,LOGPERM_ARI,LOGPERM_GEO,caliper_in
1762.8109,93.958000183,0.4749149978,0.0552170016,2.2683999538,0.9369999766,0.9574000239,1.0,0.6470999718,1.0,,0.0099999998,0.0099999998,0.2420130074,0.0,-2.0,-2.0,8.5
1762.9633,95.228500366,0.4735679924,0.0530159995,2.2421000004,0.9279999733,0.9534999728,1.0,0.671299994,1.0,,0.0099999998,0.0099999998,0.2467830032,0.0,-2.0,-2.0,8.5
1763.1157,96.479499817,0.463714987,0.0228969995,2.1763000488,0.918900013,0.9495000243,1.0,0.6951000094,1.0,,0.0099999998,0.0099999998,0.2235240042,0.0,-2.0,-2.0,8.5
1763.2681,97.266799927,0.4376569986,0.0158459991,2.1208000183,0.9103000164,0.9449999928,1.0,0.6951000094,1.0,,0.0099999998,0.0099999998,0.2207839936,0.0,-2.0,-2.0,8.5
1763.4205,97.099899292,0.4470399916,0.0173530001,2.0764000416,0.9024000168,0.9393000007,1.0,0.6951000094,1.0,,0.0099999998,0.0099999998,0.2213519961,0.0,-2.0,-2.0,8.5
1763.5729,96.932899475,0.4719490111,0.0188590009,2.1066999435,0.8945999742,0.9334999919,1.0,0.6951000094,1.0,,0.0099999998,0.0099999998,0.2219209969,0.0,-2.0,-2.0,8.5
1763.7253,96.549797058,0.4805290103,0.0223030001,2.1582999229,0.8913000226,0.929700017,1.0,0.6963999867,1.0,,0.0099999998,0.0099999998,0.2232390046,0.0,-2.0,-2.0,8.5
1763.8777,95.543899536,0.4583019912,0.0585989989,2.220400095,0.9014000297,0.9311000109,1.0,0.6772000194,1.0,,0.0099999998,0.0099999998,0.253986001,0.0,-2.0,-2.0,8.5
1764.0301,94.360397339,0.4641439915,0.0545740016,2.2479000092,0.9153000116,0.9341999888,1.0,0.6546000242,1.0,,0.0099999998,0.0099999998,0.2434359938,0.0,-2.0,-2.0,8.5
1764.1825,93.343803406,0.4811179936,0.0689079985,2.2513000965,0.9275000095,0.9372000098,1.0,0.6352000237,1.0,,0.0099999998,0.0099999998,0.2521649897,0.0,-2.0,-2.0,8.5
1764.3349,92.990501404,0.5015829802,0.0839049965,2.2553999424,0.9327999949,0.9404000044,1.0,0.6420000196,1.0,,0.0099999998,0.0099999998,0.2652029991,0.0,-2.0,-2.0,8.5
1764.4873,93.178497314,0.4777579904,0.0638960004,2.2695000172,0.9325000048,0.9437000155,1.0,0.6420000196,1.0,,0.0099999998,0.0099999998,0.2462089956,0.0,-2.0,-2.0,8.5
1764.6397,93.382301331,0.4712150097,0.0621099994,2.2590000629,0.932099998,0.9470999837,1.0,0.6359000206,1.0,,0.0099999998,0.0099999998,0.2455250025,0.0,-2.0,-2.0,8.5
1764.7921,93.704597473,0.4378120005,0.0536530018,2.2432000637,0.9309999943,0.9509000182,1.0,0.6420000196,1.0,,0.0099999998,0.0099999998,0.2388209999,0.0,-2.0,-2.0,8.5
1764.9445,94.254898071,0.4436810017,0.0444109999,2.2530999184,0.9286000133,0.9553999901,1.0,0.6524999738,1.0,,0.0099999998,0.0099999998,0.2325830013,0.0,-2.0,-2.0,8.5
1765.0969,94.805198669,0.4468629956,0.0322320014,2.2767000198,0.9261999726,0.9599000216,1.0,0.662899971,1.0,,0.0099999998,0.0099999998,0.2234099954,0.0,-2.0,-2.0,8.5
1765.2493,95.243400574,0.4436810017,0.044098001,2.2744998932,0.9240000248,0.9646999836,1.0,0.671299994,1.0,,0.0099999998,0.0099999998,0.2376630008,0.0,-2.0,-2.0,8.5
1765.4017,95.196800232,0.4633460045,0.0535439998,2.231400013,0.9229999781,0.9707000256,1.0,0.6704000235,1.0,,0.0099999998,0.0099999998,0.2468349934,0.0,-2.0,-2.0,8.5
1765.5541,95.106201172,0.4405969977,0.0767330006,2.1960999966,0.9221000075,0.9767000079,1.0,0.6686000228,1.0,,0.0099999998,0.0099999998,0.2695080042,0.0,-2.0,-2.0,8.5
1765.7065,95.133300781,0.4429320097,0.0681150034,2.2093000412,0.9225999713,0.9829000235,1.0,0.6690999866,1.0,,0.0099999998,0.0099999998,0.2610200047,0.0,-2.0,-2.0,8.5
1765.8589,95.826202393,0.4337159991,0.0460119992,2.23939991,0.9308000207,0.9897999763,1.0,0.679099977,1.0,,0.0099999998,0.0099999998,0.2417899966,0.0,-2.0,-2.0,8.5
1766.0113,96.871101379,0.4295729995,0.0245140009,2.273900032,0.9431999922,0.996999979,1.0,0.6765999794,1.0,,0.0099999998,0.0099999998,0.2195540071,0.0,-2.0,-2.0,8.5
1766.1637,97.859901428,0.4107469916,0.0243379995,2.2862999439,0.9549000263,1.0046999454,1.0,0.6481999755,1.0,,0.0099999998,0.0099999998,0.2111860067,0.0,-2.0,-2.0,8.5
1766.3161,98.398399353,0.4140889943,0.0394559987,2.2618000507,0.9607999921,1.015599966,1.0,0.6506999731,1.0,,0.0099999998,0.0099999998,0.2269909978,0.0,-2.0,-2.0,8.5
1766.4685,98.283401489,0.4243560135,0.0489809997,2.2411000729,0.9584000111,1.0312999487,1.0,0.6644999981,1.0,,0.0099999998,0.0099999998,0.2404949963,0.0,-2.0,-2.0,8.5
1766.6209,98.152297974,0.4451079965,0.0113120005,2.2836000919,0.9571999907,1.0480999947,1.0,0.7024000287,1.0,,0.0099999998,0.0099999998,0.2137289941,0.0,-2.0,-2.0,8.5
1766.7733,97.699203491,0.4605320096,0.0001,2.3257000446,0.9803000093,1.0860999823,1.0,0.7178999782,1.0,,0.0099999998,0.0099999998,0.2069520056,0.0,-2.0,-2.0,8.5
1766.9257,95.552696228,0.4143410027,0.0114630004,2.3299000263,1.1324000359,1.2359999418,1.0,0.6769999862,1.0,,0.0099999998,0.0099999998,0.2065179944,0.0,-2.0,-2.0,8.5
1767.0781,93.400398254,0.4143410027,0.0203649998,2.3254001141,1.2843999863,1.3856999874,1.0,0.6227999926,1.0,,0.0099999998,0.0099999998,0.1998160034,0.0,-2.0,-2.0,8.5
1767.2305,90.765602112,0.3716009855,0.0340100005,2.3297998905,1.464400053,1.5414999723,1.0,0.546299994,1.0,,0.0099999998,0.0099999998,0.1914000064,0.0,-2.0,-2.0,8.5
1767.3829,81.734397888,0.3325630128,0.0979809985,2.2913999557,2.008300066,1.7755999565,0.9272999763,0.4032000005,1.0,,,,0.2141180038,0.0,,,8.5
1767.5353,71.070297241,0.3092930019,0.1601919979,2.2430999279,2.6454999447,2.0295000076,0.679799974,0.283100009,1.0,,,,0.2417480052,1.0,,,8.5
1767.6877,60.593799591,0.2810089886,0.205253005,2.1956999302,3.2987999916,2.2925000191,0.4783000052,0.1967000067,9.0,,0.0099999998,0.0099999998,0.2619149983,1.0,-2.0,-2.0,8.5
1767.8401,54.472698212,0.258325994,0.2207449973,2.1826999187,4.2725000381,2.7592999935,0.4463999867,0.1386999935,9.0,,,,0.2681779861,1.0,,,8.5
1767.9925,52.400398254,0.2538850009,0.2362100035,2.1872999668,5.5430002213,3.4154999256,0.3890999854,0.0995000005,9.0,,,,0.2648549974,1.0,,,8.5
1768.1449,50.324199677,0.2524929941,0.2246699929,2.1926999092,6.814499855,4.0707998276,0.2944999933,0.127700001,9.0,0.2944999933,,,0.2614499927,1.0,,,8.5
1768.2973,47.996101379,0.258325994,0.2207449973,2.1947000027,8.0839996338,4.7084999084,0.2307000011,0.1386999935,9.0,0.2307000011,,,0.2606979907,1.0,,,8.5
1768.4497,44.84469986,0.2457119972,0.242614001,2.1768000126,9.3528003693,5.2897000313,0.2508000135,0.0940999985,9.0,0.2508000135,,,0.2696990073,1.0,,,8.5
1768.6021,41.6875,0.2262520045,0.2756569982,2.1540000439,10.622099876,5.8716001511,0.3116999865,0.0232999995,7.0,0.3116999865,2041.9396973,1990.3376465,0.2823790014,1.0,3.3101334572,3.2990181446,8.5
1768.7545,44.84469986,0.2482910007,0.2900629938,2.1394000053,11.890600204,6.4526000023,0.3181000054,0.0776999965,7.0,0.3181000054,2691.152832,2628.0163574,0.2900629938,1.0,3.4299383163,3.4196281433,8.5
1768.9069,41.335899353,0.2370669991,0.275624007,2.1459000111,11.813500404,6.6835999489,0.266900003,0.0390000008,7.0,0.266900003,2689.4589844,2626.572998,0.2868480086,1.0,,,8.5
1769.0593,44.484401703,0.2482910007,0.2580200136,2.157200098,11.662400246,6.8983998299,0.2190999985,0.0776999965,7.0,0.2190999985,,,0.2803860009,1.0,,,8.5
1769.2117,47.695301056,0.2541860044,0.2638779879,2.1463999748,11.497799873,7.1100997925,0.215200007,0.0789000019,7.0,0.215200007,,,0.286597997,1.0,,,8.5
1769.3641,50.347698212,0.2634710073,0.2756519914,2.1264998913,11.317399979,7.2354001999,0.2117999941,0.0776000023,7.0,0.2117999941,,,0.2979899943,1.0,,,8.5
1769.5165,52.017601013,0.2861349881,0.2943989933,2.0887999535,11.109399796,7.2066998482,0.1888000071,0.0869000033,7.0,0.1888000071,2064.3928223,1745.4256592,0.3193979859,1.0,3.3148133755,3.241922617,8.5
1769.6689,53.130901337,0.2951169908,0.3101670146,2.0645999908,10.885700226,7.0908999443,0.1934999973,0.0799999982,9.0,0.1934999973,1373.7121582,1154.039917,0.3331870139,1.0,3.1378808022,3.062202692,8.5
1769.8213,54.245098114,0.2867060006,0.3273879886,2.1131000519,10.661899567,6.9752998352,0.2354000062,0.0789000019,9.0,0.2354000062,1697.5577393,1484.6715088,0.306171,1.0,3.2298307419,3.1716349125,8.5
1769.9737,55.746101379,0.2702830136,0.3154689968,2.1131000519,10.132800102,6.7990999222,0.2646999955,0.0799999982,9.0,0.2646999955,1530.4388428,1376.0029297,0.306171,1.0,3.1848258972,3.1386282444,8.5
1770.1261,57.798801422,0.2679010034,0.2853040099,2.1131000519,9.1698999405,6.5356001854,0.2520999908,0.0869000033,9.0,0.2520999908,1289.8845215,1183.7089844,0.306171,1.0,3.1105763912,3.0732700825,8.5
1770.2785,60.138698578,0.2816140056,0.2623719871,2.1289000511,7.9784998894,6.2266001701,0.2222000062,0.1221000031,9.0,0.2222000062,766.82342529,712.25201416,0.2974950075,1.0,2.8845887184,2.8525402546,8.5
1770.4309,62.396499634,0.2907370031,0.2513299882,2.1350998878,6.8066000938,5.9198999405,0.2255000025,0.150000006,9.0,0.2255000025,480.40164185,479.38684082,0.2944889963,1.0,2.6815364361,2.6806275845,8.5
1770.5833,64.269500732,0.3014599979,0.2273489982,2.154599905,5.7245998383,5.6208000183,0.2188999951,0.1968999952,9.0,0.2188999951,1000.8845825,926.49102783,0.2839840055,1.0,3.0003042221,2.9667608738,8.5
1770.7357,63.134799957,0.2907820046,0.2014169991,2.2012999058,5.3481001854,5.3867001534,0.2587000132,0.2060000002,3.0,0.2587000132,720.28137207,665.49310303,0.2606599927,1.0,2.8575191498,2.8231606483,8.5
1770.8881,61.999000549,0.2757920027,0.1860889941,2.2130000591,4.9711999893,5.1528000832,0.3161999881,0.2126999944,3.0,0.3161999881,525.4263916,484.66864014,0.2521579862,1.0,2.720512867,2.6854457855,8.5
1771.0405,60.863300323,0.2605679929,0.1860889941,2.2130000591,4.5946998596,4.918900013,0.3776000142,0.2128999978,3.0,0.3776000142,516.44732666,477.25628662,0.2521579862,1.0,2.7130255699,2.6787512302,8.5
1771.1929,60.340099335,0.2666069865,0.1860889941,2.2130000591,4.334499836,4.7410998344,0.3867000043,0.2159000039,3.0,0.3867000043,520.26904297,480.48995972,0.2521579862,1.0,2.7162268162,2.6816833019,8.5
1771.3453,60.648399353,0.2798900008,0.179952994,2.2242999077,4.2328000069,4.6399002075,0.3553000093,0.2265000045,3.0,0.3553000093,530.13867188,488.72113037,0.2450869977,1.0,2.724366188,2.6890377998,8.5
1771.4977,61.172901154,0.2882379889,0.1860889941,2.2130000591,4.1721000671,4.5583000183,0.3409000039,0.2298000008,3.0,0.3409000039,725.99981689,669.94470215,0.2521579862,1.0,2.8609371185,2.8260395527,8.5
1771.6501,61.696300507,0.2852990031,0.1902810037,2.2088999748,4.1114001274,4.4766998291,0.3569999933,0.2214999944,3.0,0.3569999933,719.39343262,664.59747314,0.2539640069,1.0,2.8569676876,2.8225598335,8.5
1771.8025,61.115200043,0.273378998,0.200729996,2.2058000565,4.1619000435,4.4390001297,0.3937000036,0.1905000061,3.0,0.3937000036,705.74822998,653.40447998,0.2555049956,1.0,2.8486580849,2.815192461,8.5
1771.9549,59.646499634,0.2754369974,0.2248860002,2.177200079,4.3017997742,4.4368000031,0.3844999969,0.1627999991,3.0,0.3844999969,612.29785156,544.80737305,0.2716810107,1.0,2.7869608402,2.7362413406,8.5
1772.1073,57.822299957,0.2781319916,0.200729996,2.2058000565,4.4773001671,4.448800087,0.3731000125,0.1420000046,3.0,0.3731000125,630.75134277,559.47363281,0.2555049956,1.0,2.7998578548,2.7477793694,8.5
1772.2597,56.5,0.2801870108,0.200729996,2.2058000565,4.6319999695,4.4492998123,0.350699991,0.1572999954,3.0,0.350699991,633.81817627,561.25732422,0.2555049956,1.0,2.8020935059,2.7492628098,8.5
1772.4121,56.906200409,0.2681159973,0.200729996,2.1953001022,4.7136998177,4.4105000496,0.3643999994,0.1665000021,3.0,0.3643999994,612.29785156,544.80737305,0.2610679865,1.0,2.7869608402,2.7362413406,8.5
1772.5645,61.953098297,0.2603029907,0.191091001,2.2256999016,4.5996999741,4.2652997971,0.3871999979,0.1831,3.0,0.3871999979,504.80300903,467.94219971,0.2437140048,1.0,2.7029759884,2.6700434685,8.5
1772.7169,67.0,0.2579930127,0.1875389963,2.231400013,4.4857001305,4.1201000214,0.404399991,0.1843000054,3.0,0.404399991,246.21803284,223.74000549,0.2404900044,1.0,2.3913207054,2.3497447968,8.5
1772.8693,72.054702759,0.2530330122,0.1895540059,2.2327001095,4.3716001511,3.9749999046,0.4320000112,0.1744000018,3.0,0.4320000112,242.70829773,219.90962219,0.2396689951,1.0,2.3851065636,2.3422782421,8.5
1773.0217,75.689498901,0.2603029907,0.1844149977,2.246999979,4.1746001244,3.785900116,0.4912999868,0.1633999944,3.0,0.4912999868,158.06123352,100.70582581,0.2313539982,1.0,2.1988451481,2.0030899048,8.5
1773.1741,77.871101379,0.2512469888,0.1615689993,2.2655000687,3.8921000957,3.5520000458,0.4999000132,0.2074999958,3.0,0.4999000132,108.59394073,44.494728088,0.2211930007,1.0,2.0358068943,1.6483111382,8.5
1773.3265,80.023399353,0.2618820071,0.1430950016,2.2811000347,3.6082000732,3.3171000481,0.5151000023,0.2450000048,3.0,0.5151000023,106.21469879,42.633747101,0.2134909928,1.0,2.0262274742,1.6390540599999999,8.5
1773.4789,82.175796509,0.2885279953,0.1548160017,2.2683999538,3.3239998817,3.0820000172,0.4963000119,0.2542000115,3.0,0.4963000119,106.21469879,42.633747101,0.2278520018,1.0,2.0262274742,1.6297969818,8.5
1773.6313,82.955101013,0.2794010043,0.1674479991,2.23939991,3.1022999287,2.9728999138,0.5248000026,0.2425999939,3.0,0.5248000026,70.1709346765,27.947336197,0.2371290028,1.0,1.77968031165,1.3762021660500001,8.5
1773.7837,83.14730072,0.2784720063,0.1654600054,2.242399931,2.9077000618,2.9177000523,0.5705000162,0.243900001,3.0,0.5705000162,33.817298889,13.187720299,0.2355100065,0.0,1.5291374922,1.1201690435,8.5
1773.9361,83.158996582,0.2608140111,0.1312520057,2.2931001186,2.7211999893,2.8787999153,0.5289999843,0.2450000048,3.0,0.5289999843,,,0.2061769962,0.0,,,8.5
1774.0885,82.332000732,0.283197999,0.1120550036,2.3471000195,2.6593999863,2.8612999916,0.5289999843,0.2441000044,3.0,0.5289999843,,,0.1931580007,0.0,,,8.5
1774.2409,79.304702759,0.2789280117,0.1186420023,2.3547000885,2.9237999916,2.8993999958,0.7310000062,0.243900001,3.0,0.7310000062,,,0.1961130053,0.0,,,8.5
1774.3933,73.242202759,0.2784720063,0.1391170025,2.3347001076,3.6396000385,3.0144000053,0.5289999843,0.2441000044,3.0,0.5289999843,,,0.2092069983,0.0,,,8.5
1774.5457,67.179702759,0.2789280117,0.1430370063,2.3241999149,4.3555002213,3.1294000149,0.4519999921,0.2255000025,3.0,0.4519999921,,,0.2077790052,0.0,,,8.5
1774.6981,61.148399353,0.2784410119,0.1548980027,2.3066999912,5.0215001106,3.2262001038,0.3707000017,0.2117999941,3.0,0.3707000017,,,0.2157050073,1.0,,,8.5
1774.8505,55.304698944,0.2701820135,0.166178003,2.2762000561,5.4495000839,3.2351999283,0.4519999921,0.2040999979,3.0,0.4519999921,,,0.2247619927,1.0,,,8.5
1775.0029,49.593799591,0.2533490062,0.2024209946,2.2232999802,5.6943001747,3.1768000126,0.4519999921,0.1528999954,3.0,0.4519999921,,,0.2212039977,1.0,,,8.5
1775.1553,43.890598297,0.2146030068,0.2022850066,2.206799984,5.9391999245,3.1182999611,0.4383000135,0.0566999987,3.0,0.4383000135,,,0.2530660033,1.0,,,8.5
1775.3077,43.890598297,0.1993979961,0.2022850066,2.2128000259,6.1841001511,3.0599000454,0.5016000271,0.0566999987,7.0,0.5016000271,,,0.2470249981,1.0,,,8.5
1775.4601,38.981399536,0.1993979961,0.2022850066,2.2516999245,5.7372999191,3.0413999557,0.5695000291,0.0566999987,7.0,0.5695000291,,,0.2212039977,1.0,,,8.5
1775.6125,41.183601379,0.1993979961,0.2022850066,2.2902998924,5.148900032,3.0320000648,0.6463000178,0.0566999987,7.0,0.6463000178,,,0.2022850066,1.0,,,8.5
1775.7649,43.476600647,0.1993979961,0.180746004,2.3053998947,4.5513000488,3.0232000351,0.6777999997,0.0527999997,7.0,0.6777999997,,,0.1958909929,1.0,,,8.5
1775.9173,47.003898621,0.1993979961,0.1758890003,2.2860999107,4.1592001915,3.0710000992,0.6291999817,0.1119000018,10.0,0.6291999817,,,0.2079900056,1.0,,,8.5
1776.0697,51.613300323,0.2161660045,0.1776639968,2.2723999023,3.945800066,3.1684999466,0.6015999913,0.134800002,7.0,0.6015999913,,,0.2163410038,1.0,,,8.5
1776.2221,56.410198212,0.2235720009,0.1668169945,2.2792999744,3.7660999298,3.2750000954,0.6144000292,0.1597000062,7.0,0.6144000292,,,0.2126310021,1.0,,,8.5
1776.3745,60.1875,0.2321940064,0.1416479945,2.3013000488,3.6698999405,3.367399931,0.6312999725,0.1726000011,7.0,0.6312999725,,,0.2003030032,1.0,,,8.5
1776.5269,61.298000336,0.2552269995,0.1427579969,2.2837998867,3.7909998894,3.4228999615,0.5055999756,0.2373999953,3.0,0.5055999756,,,0.2108650059,1.0,,,8.5
1776.6793,61.40650177,0.2594830096,0.1770000011,2.2425000668,3.9941000938,3.4646999836,0.4523000121,0.2002000064,6.0,0.4523000121,248.05844116,225.47171021,0.234435007,1.0,2.3945536613,2.3530917168,8.5
1776.8317,61.543201447,0.2554799914,0.1940049976,2.2262001038,4.1918997765,3.5055999756,0.4426999986,0.1726000011,3.0,0.4426999986,249.22723389,227.11013794,0.2435009927,1.0,2.3965959549,2.3562371731,8.5
1776.9841,63.103500366,0.2514469922,0.1876370013,2.2362000942,4.1259999275,3.5065999031,0.462500006,0.1747000068,6.0,0.462500006,247.40498352,225.02468872,0.2377389967,1.0,2.3934092522,2.3522312641,8.5
1777.1365,65.675796509,0.2532129884,0.1610849947,2.2648000717,3.8728001118,3.4793000221,0.4943000078,0.2111999989,6.0,0.4943000078,243.9443512,220.80090332,0.2216430008,1.0,2.3873124123,2.3440344334,8.5
1777.2889,68.246101379,0.2504400015,0.1585620046,2.2697000504,3.6198999882,3.4519999027,0.5460000038,0.2104000002,3.0,0.5460000038,247.40498352,225.02468872,0.2188899964,1.0,2.3934092522,2.3522312641,8.5
1777.4413,68.132797241,0.2502360046,0.1618120074,2.266299963,3.4985001087,3.4444000721,0.564800024,0.2060000002,3.0,0.564800024,160.70858765,103.66172028,0.2208890021,1.0,2.2060055733,2.0155456066,8.5
1777.5937,64.082000732,0.2552239895,0.1761569977,2.2467000484,3.5706999302,3.4658000469,0.5256999731,0.1951999962,6.0,0.5256999731,246.6615448,223.9438324,0.232137993,1.0,2.3920333385,2.3500685692,8.5
1777.7461,58.875,0.2634330094,0.184266001,2.2316999435,3.6998000145,3.4958000183,0.4767999947,0.1970999986,6.0,0.4767999947,512.52722168,474.32635498,0.2407760024,1.0,2.7097244263,2.676087141,8.5
1777.8985,55.19039917,0.2535200119,0.2104450017,2.2095000744,3.774600029,3.4951999187,0.4930999875,0.1491000056,9.0,0.4930999875,450.34100342,400.2489624,0.2531810105,1.0,2.6535422802,2.6023309231,8.5
1778.0509,55.921901703,0.2473579943,0.2146490067,2.2093000412,3.6928999424,3.4066998959,0.5182999969,0.1345999986,9.0,0.5182999969,444.68920898,396.21072388,0.2532399893,1.0,2.6480841637,2.5979528427,8.5
1778.2033,60.156200409,0.2341859937,0.2117049992,2.2219998837,3.4867999554,3.2485001087,0.5792000294,0.118900001,9.0,0.5792000294,249.99180603,228.51390076,0.2457789928,1.0,2.3979210854,2.3589062691,8.5
1778.3557,64.480499268,0.2418220043,0.1874909997,2.2437000275,3.2790999413,3.0889000893,0.6061999798,0.1611000001,9.0,0.6061999798,245.75036621,223.37623596,0.233664006,1.0,2.3905160427,2.3490707874,8.5
1778.5081,69.445297241,0.2493000031,0.1689900011,2.2592000961,3.0578999519,2.9184999466,0.6423000097,0.1958000064,9.0,0.6423000097,160.09649658,102.98200226,0.2251210064,1.0,2.204293251,2.0126028061,8.5
1778.6605,75.789100647,0.2663620114,0.1592569947,2.2581999302,2.8083000183,2.7249000072,0.6460999846,0.233799994,3.0,0.6460999846,110.3351059,45.708656311,0.2262759954,1.0,2.0427570343,1.660042882,8.5
1778.8129,82.140602112,0.2643379867,0.1727519929,2.2448000908,2.5585999489,2.5315001011,0.6973000169,0.2140000015,3.0,0.6973000169,34.384788513,13.47219944,0.2340659946,1.0,1.5364003181,1.1294734478,8.5
1778.9653,88.867202759,0.2599920034,0.1701200008,2.2509999275,2.3096001148,2.3405001163,0.7883999944,0.2109999955,3.0,0.7883999944,15.766534805,5.9809288979,0.2305870056,1.0,1.1977825165,0.7768051028,8.5
1779.1177,99.515602112,0.267087996,0.1490170062,2.2695999146,2.0671000481,2.1758999825,0.9045000076,0.2485000044,3.0,0.9045000076,,,0.2202219963,0.0,,,8.5
1779.2701,99.515602112,0.2878560126,0.1088820025,2.2995998859,1.8250000477,2.0141999722,0.8571000099,0.3303000033,4.0,0.8571000099,,,0.2035119981,0.0,,,8.5
1779.4225,99.515602112,0.3145140111,0.0884260014,2.3162000179,1.5828000307,1.8524999619,0.8571000099,0.3874000013,4.0,0.8571000099,,,0.1994159967,0.0,,,8.5
1779.5749,99.515602112,0.3289110065,0.0972990021,2.3236999512,1.641100049,1.8552999496,0.8571000099,0.3768000007,4.0,0.8571000099,,,0.2052489966,0.0,,,8.5
1779.7273,99.515602112,0.3145140111,0.1416199952,2.3132998943,1.894299984,1.9674999714,0.8571000099,0.3109999895,4.0,0.8571000099,0.0099999998,0.0099999998,0.2217530012,0.0,-2.0,-2.0,8.5
1779.8797,95.429702759,0.3145140111,0.1416199952,2.3132998943,2.2109000683,2.0940001011,0.6970000267,0.3109999895,2.0,0.6970000267,,,0.2307139933,0.0,,,8.5
1780.0321,82.156196594,0.3145140111,0.1481859982,2.3217000961,2.8241999149,2.2871000767,0.5784000158,0.274300009,2.0,0.5784000158,,,0.2267369926,0.0,,,8.5
1780.1845,67.984397888,0.3001550138,0.1581880003,2.2834999561,3.6415998936,2.5264000893,0.4535000026,0.2440000027,3.0,0.4535000026,,,0.228075996,1.0,,,8.5
1780.3369,54.281200409,0.2768940032,0.201263994,2.203099966,4.4502000809,2.7720000744,0.3540999889,0.1947000027,3.0,0.3540999889,2118.12805175,1851.92822265,0.2570190132,1.0,3.325873971,3.26754307745,8.5
1780.4893,50.974601746,0.2707970142,0.2645590007,2.1359000206,5.1118001938,3.1528000832,0.3610000014,0.1050999984,7.0,0.3610000014,2447.9655762,2168.310791,0.2946409881,1.0,3.388771534,3.3360846043,8.5
1780.6417,49.804698944,0.2708599865,0.2844569981,2.1059999466,5.7437000275,3.5625,0.349999994,0.0838999972,7.0,0.349999994,2158.779541,1888.300415,0.3113789856,1.0,3.3342063427,3.276068449,8.5
1780.7941,48.774898529,0.2740640044,0.2844569981,2.110699892,6.2216000557,3.9556000233,0.3185000122,0.0838999972,7.0,0.3185000122,2221.8745117,1966.6536865,0.3084920049,1.0,3.3467235565,3.2937326431,8.5
1780.9465,48.407699585,0.2705189884,0.2896899879,2.1075999737,5.9751000404,4.2726998329,0.3402999938,0.0722000003,7.0,0.3402999938,2077.4765625,1815.5560303,0.3103660047,1.0,3.3175415993,3.2590177059,8.5
1781.0989,48.18970108,0.2728660107,0.2972559929,2.0975999832,5.5640001297,4.5729999542,0.358099997,0.0662999973,7.0,0.358099997,1897.7923584,1584.989502,0.3162350059,1.0,3.2782502174,3.2000267506,8.5
1781.2513,48.734401703,0.2680630088,0.3020200133,2.0959000587,5.3972997665,4.8449997902,0.3790000081,0.0533000007,7.0,0.3790000081,,,0.3172709942,1.0,,,8.5
1781.4037,50.857398987,0.2647889853,0.2636350095,2.1410000324,5.7354001999,5.059899807,0.342599988,0.0970000029,7.0,0.342599988,,,0.2914020121,1.0,,,8.5
1781.5561,53.443401337,0.2653859854,0.2282769978,2.179899931,6.2217001915,5.2574000359,0.288500011,0.1425999999,9.0,0.288500011,875.35308838,774.74176025,0.2690860033,1.0,3.2782502174,2.8891642094,8.5
1781.7085,54.884799957,0.2564960122,0.218550995,2.1970000267,6.722700119,5.4373998642,0.2800000012,0.1415999979,9.0,0.2800000012,,,0.259074986,1.0,,,8.5
1781.8609,52.339801788,0.253452003,0.2343290001,2.1812999249,7.2725000381,5.5556998253,0.2815999985,0.1168000028,9.0,0.2815999985,,,0.2677600086,1.0,,,8.5
1782.0133,49.798801422,0.2628709972,0.2514289916,2.1631000042,7.8213000298,5.6739997864,0.2843999863,0.0926999971,9.0,0.2843999863,,,0.277967006,1.0,,,8.5
1782.1657,48.259899139,0.2611930072,0.2660599947,2.1398000717,8.4033002853,5.7362999916,0.2619999945,0.0874999985,9.0,0.2619999945,,,0.2910859883,1.0,,,8.5
1782.3181,48.306999207,0.269739002,0.2852990031,2.1119000912,9.0370998383,5.7101998329,0.2495999932,0.0753000006,7.0,0.2495999932,2079.9526367,1818.4345703,0.3068540096,1.0,3.3180603981,3.2597060204,8.5
1782.4705,48.445098877,0.2628709972,0.305550009,2.0941998959,9.6732997894,5.678899765,0.2761999965,0.0394000001,7.0,0.2761999965,1853.5894775,1578.8811035,0.3168309927,1.0,3.2679853439,3.19830966,8.5
1782.6229,47.743198395,0.2645660043,0.3070420027,2.0912001133,9.910200119,5.5960998535,0.2700999975,0.0399000011,7.0,0.2700999975,1669.5686035,1358.4713135,0.3184700012,1.0,3.2225973606,3.1330401897,8.5
1782.7753,46.255901337,0.266241014,0.2963629961,2.1019001007,9.7732000351,5.4651999474,0.256099999,0.0560000017,7.0,0.256099999,1855.5539551,1580.9146729,0.3123700023,1.0,3.268458128,3.1988894939,8.5
1782.9277,45.009799957,0.2642939985,0.2907780111,2.1096000671,9.5453996658,5.3196001053,0.258100003,0.0603,7.0,0.258100003,2312.46875,2060.2597656,0.3080160022,1.0,3.3640723228,3.313914299,8.5
1783.0801,46.820301056,0.2511259913,0.3078239858,2.1005001068,8.7256002426,5.0661997795,0.3226999938,0.0197000001,7.0,0.3226999938,2443.4523926,2307.71875,0.3134459853,1.0,3.3880178928,3.3631966114,8.5
1783.2325,51.640598297,0.250221014,0.3243589997,2.0822000504,7.3213000298,4.7062997818,0.3691000044,0.0,7.0,0.3691000044,1901.5522461,1798.1784668,0.3243589997,1.0,3.2791080475,3.2548325062,8.5
